order_id,order_date,product_line,units,order_value,country,fulfillment_center,carrier,promo_type,shipping_cost,delivery_days,promised_days,late_delivery,returned,return_reason
ORD004899,2025-06-14,Zip Hoodie,1,96.0,United Kingdom,3PL_International,Passport_Global,none,16.94,4.2,9,False,False,none
ORD004900,2025-05-30,Weighted Tee,4,216.0,United States,3PL_Central,Carrier_C,none,9.02,3.6,5,False,False,none
ORD004901,2025-04-01,Signature Hoodie,1,89.0,Australia,3PL_International,Passport_Global,none,17.71,5.4,9,False,False,none
ORD004902,2025-02-28,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_A,none,6.29,1.9,5,False,False,none
ORD004903,2025-02-06,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,6.04,3.4,5,False,False,none
ORD004904,2025-06-12,Lounge Set,1,127.8,United States,3PL_West,Carrier_B,email_drop,5.89,5.7,5,True,False,none
ORD004905,2025-05-13,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_A,none,8.41,1.6,5,False,False,none
ORD004906,2025-04-15,Cloud Sweatpants,3,234.0,United States,3PL_West,Carrier_D,none,10.91,2.7,5,False,False,none
ORD004907,2025-06-12,Cloud Sweatpants,3,234.0,United States,3PL_West,Carrier_D,none,8.82,4.1,5,False,False,none
ORD004908,2025-01-25,Weighted Tee,1,54.0,United Kingdom,3PL_International,Passport_Global,none,17.7,3.5,9,False,False,none
ORD004909,2025-05-08,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_B,none,6.58,3.3,5,False,True,changed_mind
ORD004910,2025-02-13,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_D,none,9.37,5.5,5,True,False,none
ORD004911,2025-01-25,Cloud Sweatpants,2,124.8,United States,3PL_West,Carrier_C,influencer_drop,6.32,3.0,5,False,False,none
ORD004912,2025-03-27,Cloud Sweatpants,4,312.0,United States,3PL_East,Carrier_A,none,9.93,2.3,5,False,False,none
ORD004913,2025-03-15,Signature Hoodie,1,80.1,United States,3PL_West,Carrier_D,email_drop,7.43,2.5,5,False,False,none
ORD004914,2025-06-22,Lounge Set,1,142.0,United Kingdom,3PL_International,Passport_Global,none,17.16,3.9,9,False,False,none
ORD004915,2025-03-05,Zip Hoodie,2,192.0,United States,3PL_East,Carrier_A,none,5.61,3.1,5,False,False,none
ORD004916,2025-06-02,Weighted Tee,4,216.0,United States,3PL_West,Carrier_A,none,9.66,5.0,5,False,False,none
ORD004917,2025-05-21,Weighted Tee,4,194.4,United States,3PL_East,Carrier_C,holiday_sale,9.62,4.7,5,False,False,none
ORD004918,2025-05-04,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_A,none,7.43,3.9,5,False,False,none
ORD004919,2025-06-19,Lounge Set,1,142.0,United States,3PL_East,Carrier_C,none,3.33,4.1,5,False,False,none
ORD004920,2025-03-18,Zip Hoodie,1,96.0,United States,3PL_West,Carrier_C,none,5.3,3.5,5,False,False,none
ORD004921,2025-03-15,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,6.4,1.5,5,False,False,none
ORD004922,2025-02-02,Zip Hoodie,1,86.4,Canada,3PL_International,Passport_Global,influencer_drop,16.66,5.9,9,False,False,none
ORD004923,2025-02-25,Weighted Tee,3,145.8,United States,3PL_East,Carrier_B,product_launch,8.15,4.2,5,False,False,none
ORD004924,2025-06-12,Zip Hoodie,3,288.0,United States,3PL_East,Carrier_A,none,7.26,4.8,5,False,False,none
ORD004925,2025-03-28,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_B,none,4.65,3.7,5,False,False,none
ORD004926,2025-03-08,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_D,none,7.77,4.5,5,False,False,none
ORD004927,2025-02-13,Lounge Set,1,113.6,Australia,3PL_International,Passport_Global,product_launch,19.06,3.2,9,False,False,none
ORD004928,2025-03-29,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_B,none,6.12,3.4,5,False,False,none
ORD004929,2025-05-14,Zip Hoodie,1,96.0,United States,3PL_Central,Carrier_C,none,5.31,3.5,5,False,False,none
ORD004930,2025-02-27,Zip Hoodie,1,86.4,United States,3PL_East,Carrier_D,product_launch,8.96,6.2,5,True,False,none
ORD004931,2025-05-23,Cloud Sweatpants,3,198.9,United States,3PL_West,Carrier_D,product_launch,8.07,5.5,5,True,False,none
ORD004932,2025-04-27,Signature Hoodie,4,356.0,United States,3PL_East,Carrier_A,none,8.34,3.7,5,False,False,none
ORD004933,2025-05-29,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_A,none,6.68,4.4,5,False,False,none
ORD004934,2025-02-20,Signature Hoodie,1,80.1,United States,3PL_East,Carrier_B,email_drop,5.26,2.2,5,False,False,none
ORD004935,2025-04-27,Signature Hoodie,2,160.2,United Kingdom,3PL_International,Passport_Global,influencer_drop,18.78,4.7,9,False,False,none
ORD004936,2025-01-31,Signature Hoodie,4,356.0,United States,3PL_West,Carrier_B,none,8.75,3.6,5,False,False,none
ORD004937,2025-03-11,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_C,none,5.03,4.8,5,False,False,none
ORD004938,2025-05-16,Signature Hoodie,2,178.0,United States,3PL_Central,Carrier_D,none,9.09,4.2,5,False,False,none
ORD004939,2025-04-27,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,4.74,5.0,5,False,False,none
ORD004940,2025-02-07,Lounge Set,1,142.0,United States,3PL_West,Carrier_C,none,7.55,3.7,5,False,True,late_delivery
ORD004941,2025-06-09,Cloud Sweatpants,2,124.8,United States,3PL_East,Carrier_B,influencer_drop,5.42,3.5,5,False,False,none
ORD004942,2025-01-11,Lounge Set,1,142.0,United Kingdom,3PL_International,Passport_Global,none,19.15,5.8,9,False,False,none
ORD004943,2025-04-20,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_A,none,6.06,3.8,5,False,False,none
ORD004944,2025-06-28,Signature Hoodie,3,213.6,United States,3PL_West,Carrier_A,influencer_drop,7.15,3.9,5,False,False,none
ORD004945,2025-04-07,Zip Hoodie,2,192.0,United States,3PL_West,Carrier_C,none,6.76,2.5,5,False,False,none
ORD004946,2025-05-31,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_B,none,7.23,2.5,5,False,False,none
ORD004947,2025-04-20,Weighted Tee,1,45.9,United States,3PL_West,Carrier_C,product_launch,5.9,3.3,5,False,False,none
ORD004948,2025-05-28,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,3.88,3.2,5,False,False,none
ORD004949,2025-05-02,Lounge Set,2,227.2,United Kingdom,3PL_International,Passport_Global,holiday_sale,19.26,5.0,9,False,True,quality_issue
ORD004950,2025-05-09,Cloud Sweatpants,1,78.0,United States,3PL_Central,Carrier_A,none,4.29,3.7,5,False,False,none
ORD004951,2025-02-15,Lounge Set,1,142.0,Germany,3PL_International,Passport_Global,none,18.64,4.7,9,False,False,none
ORD004952,2025-05-19,Signature Hoodie,4,302.6,Australia,3PL_International,Passport_Global,email_drop,22.11,5.1,9,False,False,none
ORD004953,2025-02-17,Zip Hoodie,2,192.0,United States,3PL_East,Carrier_B,none,5.45,1.0,5,False,False,none
ORD004954,2025-06-28,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_A,none,4.97,3.8,5,False,False,none
ORD004955,2025-02-15,Lounge Set,1,142.0,United States,3PL_West,Carrier_A,none,5.16,3.4,5,False,False,none
ORD004956,2025-02-17,Signature Hoodie,2,178.0,United States,3PL_Central,Carrier_A,none,6.36,1.0,5,False,False,none
ORD004957,2025-06-09,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_A,none,5.41,4.5,5,False,False,none
ORD004958,2025-02-18,Zip Hoodie,1,86.4,United States,3PL_East,Carrier_D,influencer_drop,7.54,4.4,5,False,False,none
ORD004959,2025-03-11,Cloud Sweatpants,3,234.0,United States,3PL_East,Carrier_A,none,7.58,4.4,5,False,False,none
ORD004960,2025-05-14,Lounge Set,2,284.0,United Kingdom,3PL_International,Passport_Global,none,19.03,5.0,9,False,False,none
ORD004961,2025-02-01,Zip Hoodie,2,192.0,Canada,3PL_International,Passport_Global,none,18.28,4.1,9,False,False,none
ORD004962,2025-02-01,Signature Hoodie,3,267.0,Australia,3PL_International,Passport_Global,none,19.28,3.4,9,False,False,none
ORD004963,2025-03-30,Lounge Set,4,568.0,United States,3PL_West,Carrier_B,none,9.33,3.1,5,False,False,none
ORD004964,2025-02-18,Cloud Sweatpants,1,78.0,Canada,3PL_International,Passport_Global,none,18.22,4.2,9,False,False,none
ORD004965,2025-02-17,Cloud Sweatpants,2,132.6,United States,3PL_West,Carrier_B,email_drop,6.26,5.9,5,True,False,none
ORD004966,2025-01-03,Signature Hoodie,4,356.0,United States,3PL_West,Carrier_A,none,8.01,4.0,5,False,False,none
ORD004967,2025-03-12,Cloud Sweatpants,1,78.0,United Kingdom,3PL_International,Passport_Global,none,19.04,4.9,9,False,False,none
ORD004968,2025-03-04,Lounge Set,4,511.2,Canada,3PL_International,Passport_Global,email_drop,22.62,4.3,9,False,False,none
ORD004969,2025-01-07,Weighted Tee,2,108.0,United States,3PL_West,Carrier_C,none,7.46,3.0,5,False,False,none
ORD004970,2025-04-25,Weighted Tee,1,54.0,United States,3PL_Central,Carrier_A,none,5.91,1.7,5,False,False,none
ORD004971,2025-04-26,Zip Hoodie,3,244.8,United States,3PL_East,Carrier_C,email_drop,6.83,3.2,5,False,False,none
ORD004972,2025-01-15,Signature Hoodie,4,284.8,United States,3PL_Central,Carrier_B,email_drop,9.87,3.4,5,False,False,none
ORD004973,2025-03-04,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_B,none,5.86,5.5,5,True,True,fit_issue
ORD004974,2025-06-11,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_A,none,5.73,4.2,5,False,False,none
ORD004975,2025-04-18,Zip Hoodie,4,384.0,Canada,3PL_International,Passport_Global,none,21.81,4.1,9,False,False,none
ORD004976,2025-03-18,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_A,none,6.14,4.2,5,False,False,none
ORD004977,2025-03-27,Weighted Tee,2,108.0,United States,3PL_West,Carrier_A,none,7.21,3.4,5,False,False,none
ORD004978,2025-02-11,Signature Hoodie,1,71.2,United States,3PL_East,Carrier_A,email_drop,6.32,4.7,5,False,False,none
ORD004979,2025-06-02,Signature Hoodie,2,160.2,United States,3PL_East,Carrier_C,influencer_drop,6.97,4.8,5,False,False,none
ORD004980,2025-06-18,Lounge Set,4,454.4,United States,3PL_East,Carrier_D,product_launch,9.98,4.4,5,False,False,none
ORD004981,2025-06-17,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_A,none,8.19,2.2,5,False,True,fit_issue
ORD004982,2025-02-15,Signature Hoodie,2,178.0,United States,3PL_Central,Carrier_A,none,7.0,2.7,5,False,False,none
ORD004983,2025-03-03,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_D,none,6.64,3.4,5,False,False,none
ORD004984,2025-02-02,Weighted Tee,3,162.0,United States,3PL_East,Carrier_C,none,7.43,2.5,5,False,False,none
ORD004985,2025-03-02,Signature Hoodie,4,356.0,United Kingdom,3PL_International,Passport_Global,none,22.77,3.7,9,False,False,none
ORD004986,2025-03-07,Cloud Sweatpants,1,66.3,United States,3PL_East,Carrier_C,holiday_sale,6.73,2.6,5,False,False,none
ORD004987,2025-04-27,Signature Hoodie,3,267.0,United States,3PL_Central,Carrier_C,none,7.26,4.3,5,False,False,none
ORD004988,2025-02-08,Cloud Sweatpants,1,78.0,United States,3PL_Central,Carrier_B,none,3.78,2.9,5,False,False,none
ORD004989,2025-06-18,Signature Hoodie,3,267.0,United States,3PL_West,Carrier_A,none,8.89,3.0,5,False,False,none
ORD004990,2025-01-21,Cloud Sweatpants,4,265.2,United States,3PL_West,Carrier_B,product_launch,10.55,3.3,5,False,False,none
ORD004991,2025-01-02,Cloud Sweatpants,2,156.0,United Kingdom,3PL_International,Passport_Global,none,20.21,2.9,9,False,True,changed_mind
ORD004992,2025-06-08,Weighted Tee,2,86.4,United States,3PL_East,Carrier_B,influencer_drop,6.27,3.7,5,False,False,none
ORD004993,2025-05-12,Zip Hoodie,1,76.8,United States,3PL_East,Carrier_B,influencer_drop,5.94,2.8,5,False,False,none
ORD004994,2025-03-10,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_A,none,4.66,4.5,5,False,False,none
ORD004995,2025-04-20,Cloud Sweatpants,1,78.0,Canada,3PL_International,Passport_Global,none,18.66,5.0,9,False,False,none
ORD004996,2025-02-14,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_B,none,7.23,4.3,5,False,False,none
ORD004997,2025-02-03,Signature Hoodie,2,178.0,United States,3PL_Central,Carrier_C,none,6.04,3.4,5,False,False,none
ORD004998,2025-03-28,Cloud Sweatpants,1,78.0,United States,3PL_East,Carrier_A,none,5.33,4.8,5,False,False,none
ORD004999,2025-03-09,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_B,none,6.1,3.6,5,False,False,none
ORD005000,2025-04-24,Signature Hoodie,4,320.4,United States,3PL_East,Carrier_B,email_drop,9.44,4.4,5,False,False,none
ORD005001,2025-02-13,Signature Hoodie,2,151.3,Australia,3PL_International,Passport_Global,influencer_drop,18.27,6.6,9,False,False,none
ORD005002,2025-05-04,Signature Hoodie,4,356.0,Canada,3PL_International,Passport_Global,none,23.32,3.3,9,False,False,none
ORD005003,2025-05-24,Signature Hoodie,1,89.0,United States,3PL_Central,Carrier_B,none,5.84,4.0,5,False,False,none
ORD005004,2025-02-03,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_C,none,5.12,2.2,5,False,False,none
ORD005005,2025-01-09,Lounge Set,2,284.0,United Kingdom,3PL_International,Passport_Global,none,18.17,4.4,9,False,False,none
ORD005006,2025-03-23,Signature Hoodie,2,151.3,United States,3PL_Central,Carrier_C,email_drop,6.3,3.4,5,False,False,none
ORD005007,2025-05-26,Lounge Set,2,284.0,United States,3PL_East,Carrier_A,none,6.38,4.3,5,False,False,none
ORD005008,2025-05-01,Signature Hoodie,4,320.4,United States,3PL_West,Carrier_B,influencer_drop,8.63,4.9,5,False,False,none
ORD005009,2025-05-11,Weighted Tee,1,54.0,United States,3PL_East,Carrier_B,none,5.0,4.7,5,False,False,none
ORD005010,2025-03-17,Cloud Sweatpants,4,265.2,United States,3PL_East,Carrier_A,influencer_drop,8.19,2.5,5,False,False,none
ORD005011,2025-02-17,Cloud Sweatpants,1,78.0,United States,3PL_Central,Carrier_A,none,6.13,4.6,5,False,False,none
ORD005012,2025-04-07,Zip Hoodie,2,192.0,United States,3PL_West,Carrier_A,none,7.68,6.8,5,True,False,none
ORD005013,2025-02-10,Cloud Sweatpants,3,210.6,United States,3PL_West,Carrier_B,influencer_drop,7.01,3.8,5,False,False,none
ORD005014,2025-05-16,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_B,none,6.51,3.2,5,False,False,none
ORD005015,2025-02-09,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_D,none,5.76,3.7,5,False,False,none
ORD005016,2025-02-28,Weighted Tee,2,86.4,United States,3PL_Central,Carrier_A,holiday_sale,6.11,3.7,5,False,False,none
ORD005017,2025-04-02,Lounge Set,4,568.0,United States,3PL_Central,Carrier_D,none,12.23,3.6,5,False,False,none
ORD005018,2025-03-30,Cloud Sweatpants,1,78.0,Germany,3PL_International,Passport_Global,none,18.76,5.3,9,False,False,none
ORD005019,2025-04-21,Lounge Set,4,568.0,Canada,3PL_International,Passport_Global,none,21.75,7.7,9,False,False,none
ORD005020,2025-03-22,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_C,none,5.62,2.4,5,False,False,none
ORD005021,2025-06-18,Cloud Sweatpants,1,78.0,United States,3PL_East,Carrier_D,none,6.64,5.5,5,True,False,none
ORD005022,2025-06-06,Cloud Sweatpants,1,70.2,United States,3PL_East,Carrier_A,influencer_drop,4.99,3.7,5,False,False,none
ORD005023,2025-06-12,Signature Hoodie,4,356.0,United States,3PL_West,Carrier_B,none,9.67,4.6,5,False,False,none
ORD005024,2025-04-27,Lounge Set,1,142.0,Canada,3PL_International,Passport_Global,none,18.84,3.6,9,False,False,none
ORD005025,2025-04-28,Lounge Set,4,568.0,United Kingdom,3PL_International,Passport_Global,none,21.26,3.4,9,False,False,none
ORD005026,2025-04-23,Lounge Set,1,142.0,Germany,3PL_International,Passport_Global,none,18.53,4.2,9,False,False,none
ORD005027,2025-03-22,Zip Hoodie,1,81.6,United States,3PL_East,Carrier_B,email_drop,4.82,4.8,5,False,False,none
ORD005028,2025-03-05,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_A,none,7.96,3.5,5,False,False,none
ORD005029,2025-04-19,Zip Hoodie,3,288.0,United States,3PL_West,Carrier_C,none,8.55,2.1,5,False,False,none
ORD005030,2025-01-05,Signature Hoodie,1,89.0,United States,3PL_Central,Carrier_A,none,6.68,2.3,5,False,False,none
ORD005031,2025-01-02,Lounge Set,3,383.4,United States,3PL_West,Carrier_B,influencer_drop,6.78,2.0,5,False,False,none
ORD005032,2025-06-08,Signature Hoodie,1,89.0,Australia,3PL_International,Passport_Global,none,18.97,5.3,9,False,False,none
ORD005033,2025-01-10,Lounge Set,4,568.0,Canada,3PL_International,Passport_Global,none,23.19,5.0,9,False,False,none
ORD005034,2025-04-06,Zip Hoodie,1,86.4,United Kingdom,3PL_International,Passport_Global,holiday_sale,16.68,5.4,9,False,False,none
ORD005035,2025-04-24,Signature Hoodie,2,178.0,United States,3PL_Central,Carrier_B,none,5.3,2.9,5,False,False,none
ORD005036,2025-02-09,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_B,none,6.72,3.6,5,False,False,none
ORD005037,2025-06-15,Cloud Sweatpants,2,124.8,United States,3PL_East,Carrier_D,email_drop,8.07,3.4,5,False,False,none
ORD005038,2025-02-08,Signature Hoodie,4,320.4,United States,3PL_East,Carrier_A,holiday_sale,8.73,6.6,5,True,False,none
ORD005039,2025-06-13,Lounge Set,2,284.0,United States,3PL_East,Carrier_C,none,7.56,3.8,5,False,False,none
ORD005040,2025-05-24,Signature Hoodie,2,160.2,United States,3PL_East,Carrier_B,holiday_sale,5.9,3.3,5,False,False,none
ORD005041,2025-02-18,Cloud Sweatpants,3,234.0,United States,3PL_West,Carrier_B,none,7.98,3.8,5,False,False,none
ORD005042,2025-01-31,Signature Hoodie,1,71.2,United States,3PL_West,Carrier_C,product_launch,4.37,3.9,5,False,False,none
ORD005043,2025-03-04,Signature Hoodie,2,178.0,Australia,3PL_International,Passport_Global,none,19.71,5.6,9,False,False,none
ORD005044,2025-03-16,Signature Hoodie,4,356.0,United States,3PL_East,Carrier_B,none,9.61,2.5,5,False,False,none
ORD005045,2025-02-19,Lounge Set,1,142.0,United States,3PL_East,Carrier_C,none,5.61,4.7,5,False,False,none
ORD005046,2025-06-30,Zip Hoodie,1,81.6,United States,3PL_Central,Carrier_A,influencer_drop,5.48,3.3,5,False,False,none
ORD005047,2025-02-16,Lounge Set,2,255.6,United States,3PL_East,Carrier_C,product_launch,6.61,3.6,5,False,False,none
ORD005048,2025-06-05,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_D,none,8.29,4.0,5,False,False,none
ORD005049,2025-02-01,Signature Hoodie,3,267.0,United States,3PL_West,Carrier_C,none,7.71,4.1,5,False,False,none
ORD005050,2025-06-28,Signature Hoodie,3,267.0,United States,3PL_West,Carrier_C,none,8.47,4.8,5,False,False,none
ORD005051,2025-02-15,Cloud Sweatpants,1,78.0,United Kingdom,3PL_International,Passport_Global,none,16.44,4.2,9,False,False,none
ORD005052,2025-03-20,Signature Hoodie,3,226.95,United States,3PL_West,Carrier_A,influencer_drop,9.24,2.0,5,False,False,none
ORD005053,2025-04-13,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_C,none,5.62,4.2,5,False,False,none
ORD005054,2025-01-25,Zip Hoodie,1,81.6,United Kingdom,3PL_International,Passport_Global,product_launch,19.67,5.8,9,False,False,none
ORD005055,2025-06-03,Signature Hoodie,2,160.2,Canada,3PL_International,Passport_Global,product_launch,19.22,5.8,9,False,False,none
ORD005056,2025-02-25,Cloud Sweatpants,2,156.0,Australia,3PL_International,Passport_Global,none,19.03,4.6,9,False,False,none
ORD005057,2025-04-11,Cloud Sweatpants,3,234.0,Canada,3PL_International,Passport_Global,none,20.67,6.1,9,False,False,none
ORD005058,2025-04-11,Zip Hoodie,2,153.6,United States,3PL_West,Carrier_A,product_launch,5.62,3.6,5,False,False,none
ORD005059,2025-04-21,Cloud Sweatpants,1,62.4,United States,3PL_East,Carrier_C,holiday_sale,4.62,6.3,5,True,False,none
ORD005060,2025-01-12,Zip Hoodie,2,153.6,United States,3PL_East,Carrier_A,email_drop,6.46,4.6,5,False,False,none
ORD005061,2025-02-03,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_C,none,6.68,2.3,5,False,True,changed_mind
ORD005062,2025-02-02,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_D,none,8.1,5.5,5,True,False,none
ORD005063,2025-03-02,Signature Hoodie,1,80.1,United States,3PL_Central,Carrier_C,influencer_drop,5.53,3.1,5,False,False,none
ORD005064,2025-01-30,Signature Hoodie,3,267.0,United States,3PL_West,Carrier_B,none,8.93,5.7,5,True,False,none
ORD005065,2025-06-19,Cloud Sweatpants,1,62.4,Canada,3PL_International,Passport_Global,email_drop,15.73,4.2,9,False,False,none
ORD005066,2025-04-04,Zip Hoodie,2,172.8,United States,3PL_West,Carrier_B,email_drop,8.07,3.9,5,False,False,none
ORD005067,2025-04-26,Lounge Set,1,142.0,United States,3PL_West,Carrier_A,none,5.14,4.6,5,False,False,none
ORD005068,2025-03-10,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_C,none,8.32,3.8,5,False,False,none
ORD005069,2025-02-25,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_C,none,6.43,2.8,5,False,False,none
ORD005070,2025-04-02,Signature Hoodie,4,302.6,United States,3PL_East,Carrier_C,holiday_sale,7.87,5.7,5,True,False,none
ORD005071,2025-03-01,Weighted Tee,4,216.0,United States,3PL_East,Carrier_B,none,10.08,5.4,5,True,False,none
ORD005072,2025-03-08,Signature Hoodie,3,267.0,United States,3PL_West,Carrier_A,none,8.37,3.9,5,False,False,none
ORD005073,2025-03-25,Cloud Sweatpants,1,70.2,United States,3PL_East,Carrier_A,product_launch,6.89,3.5,5,False,False,none
ORD005074,2025-04-02,Signature Hoodie,3,226.95,United States,3PL_East,Carrier_B,email_drop,7.83,2.7,5,False,False,none
ORD005075,2025-06-28,Lounge Set,1,142.0,United States,3PL_West,Carrier_C,none,5.47,4.3,5,False,False,none
ORD005076,2025-02-14,Cloud Sweatpants,1,66.3,United States,3PL_East,Carrier_B,influencer_drop,4.88,5.4,5,True,False,none
ORD005077,2025-03-30,Signature Hoodie,1,89.0,United States,3PL_Central,Carrier_A,none,4.91,6.9,5,True,False,none
ORD005078,2025-01-31,Cloud Sweatpants,1,66.3,United States,3PL_Central,Carrier_A,product_launch,5.42,3.9,5,False,False,none
ORD005079,2025-03-09,Zip Hoodie,1,81.6,United States,3PL_East,Carrier_B,holiday_sale,5.94,3.9,5,False,False,none
ORD005080,2025-05-15,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_B,none,7.22,2.5,5,False,False,none
ORD005081,2025-02-05,Weighted Tee,4,216.0,United States,3PL_Central,Carrier_C,none,8.11,4.7,5,False,False,none
ORD005082,2025-04-17,Lounge Set,1,142.0,United States,3PL_Central,Carrier_D,none,7.19,2.1,5,False,False,none
ORD005083,2025-03-19,Cloud Sweatpants,1,62.4,United States,3PL_Central,Carrier_B,email_drop,5.65,2.5,5,False,False,none
ORD005084,2025-01-11,Weighted Tee,2,86.4,United States,3PL_East,Carrier_B,email_drop,4.9,3.5,5,False,False,none
ORD005085,2025-06-20,Lounge Set,1,142.0,United Kingdom,3PL_International,Passport_Global,none,18.56,5.4,9,False,False,none
ORD005086,2025-03-19,Signature Hoodie,3,226.95,United States,3PL_East,Carrier_B,product_launch,7.56,5.7,5,True,False,none
ORD005087,2025-05-28,Lounge Set,2,284.0,United States,3PL_East,Carrier_B,none,6.63,2.8,5,False,False,none
ORD005088,2025-03-19,Cloud Sweatpants,2,140.4,United States,3PL_East,Carrier_A,influencer_drop,7.78,5.5,5,True,False,none
ORD005089,2025-06-21,Cloud Sweatpants,1,62.4,United States,3PL_West,Carrier_A,email_drop,4.67,3.9,5,False,False,none
ORD005090,2025-02-28,Cloud Sweatpants,1,78.0,Australia,3PL_International,Passport_Global,none,17.17,4.0,9,False,False,none
ORD005091,2025-03-18,Lounge Set,4,568.0,United States,3PL_West,Carrier_C,none,7.08,1.6,5,False,False,none
ORD005092,2025-05-23,Lounge Set,4,511.2,Canada,3PL_International,Passport_Global,email_drop,21.25,5.7,9,False,False,none
ORD005093,2025-03-08,Signature Hoodie,2,142.4,United States,3PL_Central,Carrier_B,email_drop,7.48,3.7,5,False,False,none
ORD005094,2025-03-11,Zip Hoodie,2,192.0,United States,3PL_East,Carrier_B,none,4.92,5.8,5,True,True,fit_issue
ORD005095,2025-06-30,Zip Hoodie,2,153.6,United States,3PL_Central,Carrier_A,influencer_drop,5.78,4.5,5,False,False,none
ORD005096,2025-04-12,Lounge Set,2,284.0,United States,3PL_West,Carrier_D,none,8.54,5.8,5,True,False,none
ORD005097,2025-05-09,Cloud Sweatpants,2,156.0,United Kingdom,3PL_International,Passport_Global,none,18.63,4.8,9,False,False,none
ORD005098,2025-04-30,Signature Hoodie,2,151.3,United States,3PL_West,Carrier_A,influencer_drop,6.24,4.2,5,False,False,none
ORD005099,2025-06-04,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_B,none,5.58,1.5,5,False,False,none
ORD005100,2025-06-10,Signature Hoodie,1,75.65,United States,3PL_East,Carrier_B,email_drop,6.92,5.5,5,True,False,none
ORD005101,2025-04-13,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_B,none,7.79,4.5,5,False,False,none
ORD005102,2025-03-01,Signature Hoodie,3,267.0,United States,3PL_Central,Carrier_D,none,9.75,3.4,5,False,False,none
ORD005103,2025-01-05,Signature Hoodie,1,89.0,United States,3PL_Central,Carrier_A,none,5.84,3.6,5,False,False,none
ORD005104,2025-04-24,Lounge Set,1,142.0,United States,3PL_West,Carrier_A,none,3.9,4.5,5,False,False,none
ORD005105,2025-06-04,Signature Hoodie,1,89.0,United Kingdom,3PL_International,Passport_Global,none,18.11,3.6,9,False,False,none
ORD005106,2025-03-24,Signature Hoodie,2,160.2,Germany,3PL_International,Passport_Global,email_drop,17.77,5.5,9,False,False,none
ORD005107,2025-02-02,Zip Hoodie,2,192.0,United States,3PL_East,Carrier_C,none,6.63,2.4,5,False,False,none
ORD005108,2025-02-27,Signature Hoodie,1,71.2,United States,3PL_West,Carrier_B,product_launch,6.33,5.6,5,True,False,none
ORD005109,2025-04-03,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_A,none,5.12,4.2,5,False,False,none
ORD005110,2025-06-06,Lounge Set,1,142.0,United States,3PL_East,Carrier_C,none,6.31,5.3,5,True,False,none
ORD005111,2025-02-04,Signature Hoodie,2,151.3,United States,3PL_Central,Carrier_C,holiday_sale,5.22,3.8,5,False,False,none
ORD005112,2025-04-23,Cloud Sweatpants,1,78.0,United Kingdom,3PL_International,Passport_Global,none,18.07,6.1,9,False,False,none
ORD005113,2025-05-22,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_B,none,6.84,4.2,5,False,False,none
ORD005114,2025-06-21,Cloud Sweatpants,1,66.3,United States,3PL_East,Carrier_C,email_drop,3.3,2.3,5,False,False,none
ORD005115,2025-01-24,Cloud Sweatpants,4,280.8,United States,3PL_West,Carrier_A,holiday_sale,9.31,6.4,5,True,False,none
