call_id,customer_id,agent_use_case,intent,contained,escalated,customer_sentiment,minutes_saved,revenue_influenced
C005-0019,C005,renewal reminder,purchase intent,0,0,2.64,3,0
C005-0020,C005,renewal reminder,eligibility,1,0,2.96,6,0
C005-0021,C005,support triage,cancel,0,1,1.88,4,0
C005-0022,C005,renewal reminder,pricing,1,0,3.3,3,0
C005-0023,C005,sales qualification,reschedule,0,0,2.43,3,0
C005-0024,C005,sales qualification,purchase intent,0,0,3.37,2,0
C005-0025,C005,sales qualification,purchase intent,1,0,3.04,7,500
C005-0026,C005,renewal reminder,pricing,1,0,4.23,12,0
C005-0027,C005,appointment scheduling,eligibility,1,0,2.62,6,0
C005-0028,C005,sales qualification,technical issue,1,0,4.01,3,250
C005-0029,C005,sales qualification,cancel,1,0,4.38,10,1500
C005-0030,C005,appointment scheduling,eligibility,0,0,2.72,3,0
C005-0031,C005,renewal reminder,purchase intent,1,0,3.11,11,0
C005-0032,C005,sales qualification,purchase intent,1,0,4.55,8,1000
C005-0033,C005,renewal reminder,pricing,0,1,2.64,3,0
C005-0034,C005,support triage,eligibility,0,1,1.67,1,0
C005-0035,C005,support triage,cancel,1,0,3.99,4,0
C005-0036,C005,appointment scheduling,technical issue,1,0,2.71,4,0
C005-0037,C005,support triage,purchase intent,1,0,4.68,5,0
C005-0038,C005,support triage,eligibility,0,1,1.73,4,0
C005-0039,C005,renewal reminder,technical issue,1,0,2.92,8,0
C005-0040,C005,appointment scheduling,eligibility,1,0,3.08,4,0
C005-0041,C005,support triage,purchase intent,1,0,4.28,9,0
C005-0042,C005,renewal reminder,cancel,1,0,2.94,10,0
C005-0043,C005,renewal reminder,technical issue,0,0,2.9,0,0
C005-0044,C005,appointment scheduling,technical issue,0,0,1.91,1,0
C005-0045,C005,appointment scheduling,cancel,1,0,4.25,6,0
C005-0046,C005,renewal reminder,reschedule,1,0,2.5,12,0
C005-0047,C005,appointment scheduling,eligibility,1,0,4.33,3,0
C005-0048,C005,support triage,cancel,0,1,1.86,2,0
C005-0049,C005,appointment scheduling,technical issue,1,0,3.98,9,0
C005-0050,C005,appointment scheduling,purchase intent,1,0,3.05,9,0
C005-0051,C005,sales qualification,purchase intent,0,0,3.38,1,0
C005-0052,C005,sales qualification,cancel,0,1,2.41,3,0
C005-0053,C005,renewal reminder,purchase intent,0,0,1.88,2,0
C005-0054,C005,support triage,cancel,1,0,4.53,5,0
C005-0055,C005,support triage,technical issue,0,1,3.29,3,0
C005-0056,C005,sales qualification,pricing,0,1,1.9,0,0
C005-0057,C005,appointment scheduling,pricing,0,0,1.85,4,0
C005-0058,C005,support triage,technical issue,1,0,2.63,9,0
C005-0059,C005,appointment scheduling,purchase intent,0,1,2.02,4,0
C005-0060,C005,renewal reminder,cancel,1,0,3.33,8,0
C005-0061,C005,support triage,eligibility,1,0,4.89,4,0
C005-0062,C005,renewal reminder,purchase intent,1,0,2.53,6,0
C005-0063,C005,sales qualification,purchase intent,1,0,3.8,12,0
C005-0064,C005,support triage,pricing,1,0,3.87,5,0
C005-0065,C005,renewal reminder,eligibility,0,0,2.45,2,0
C005-0066,C005,support triage,pricing,1,0,4.29,6,0
C005-0067,C005,appointment scheduling,purchase intent,0,1,1.72,0,0
C005-0068,C005,renewal reminder,cancel,1,0,3.22,11,0
C005-0069,C005,sales qualification,purchase intent,1,0,4.31,5,0
C005-0070,C005,renewal reminder,purchase intent,0,0,1.77,4,0
C005-0071,C005,support triage,pricing,0,1,1.51,1,0
C005-0072,C005,support triage,reschedule,0,0,2.42,4,0
C005-0073,C005,sales qualification,technical issue,1,0,4.01,5,0
C005-0074,C005,appointment scheduling,reschedule,1,0,3.06,11,0
C005-0075,C005,renewal reminder,cancel,1,0,4.36,5,0
C005-0076,C005,sales qualification,reschedule,1,0,3.06,12,250
C005-0077,C005,sales qualification,purchase intent,0,0,3.35,0,0
C005-0078,C005,renewal reminder,technical issue,0,0,1.95,4,0
C005-0079,C005,support triage,pricing,1,0,2.5,4,0
C005-0080,C005,renewal reminder,purchase intent,1,0,3.6,6,0
C005-0081,C005,appointment scheduling,reschedule,1,0,4.23,6,0
C005-0082,C005,sales qualification,cancel,0,1,2.64,2,0
C005-0083,C005,sales qualification,reschedule,0,1,1.57,4,0
C005-0084,C005,appointment scheduling,technical issue,1,0,3.21,10,0
C005-0085,C005,renewal reminder,cancel,0,1,2.35,3,0
C005-0086,C005,sales qualification,reschedule,1,0,3.72,6,1500
C005-0087,C005,support triage,pricing,1,0,3.42,9,0
C005-0088,C005,support triage,cancel,1,0,3.52,9,0
C005-0089,C005,sales qualification,pricing,1,0,4.5,3,1500
C005-0090,C005,renewal reminder,purchase intent,1,0,4.01,9,0
C005-0091,C005,renewal reminder,purchase intent,1,0,2.88,3,0
C005-0092,C005,sales qualification,eligibility,0,1,2.98,4,0
C005-0093,C005,sales qualification,eligibility,1,0,4.77,9,1500
C005-0094,C005,sales qualification,eligibility,1,0,2.83,8,0
C005-0095,C005,renewal reminder,eligibility,1,0,3.16,3,0
C005-0096,C005,appointment scheduling,cancel,1,0,4.4,10,0
C005-0097,C005,support triage,eligibility,1,0,3.43,12,0
C005-0098,C005,appointment scheduling,pricing,1,0,4.42,8,0
C005-0099,C005,support triage,technical issue,1,0,3.3,5,0
C005-0100,C005,renewal reminder,pricing,1,0,2.96,5,0
C005-0101,C005,sales qualification,cancel,1,0,3.03,4,1000
C005-0102,C005,support triage,reschedule,0,0,2.95,3,0
C005-0103,C005,sales qualification,technical issue,1,0,3.69,4,1000
C005-0104,C005,sales qualification,pricing,0,1,1.48,1,0
C005-0105,C005,support triage,purchase intent,1,0,3.29,5,0
C005-0106,C005,support triage,reschedule,1,0,2.76,12,0
C005-0107,C005,appointment scheduling,cancel,1,0,4.83,4,0
C005-0108,C005,renewal reminder,technical issue,1,0,3.48,6,0
C005-0109,C005,renewal reminder,reschedule,0,0,1.73,2,0
C005-0110,C005,support triage,pricing,1,0,3.99,10,0
C005-0111,C005,support triage,eligibility,1,0,4.62,8,0
C005-0112,C005,renewal reminder,pricing,1,0,2.85,11,0
C005-0113,C005,sales qualification,purchase intent,1,0,4.15,3,250
C005-0114,C005,support triage,purchase intent,0,1,2.23,1,0
C005-0115,C005,renewal reminder,technical issue,0,1,2.07,4,0
C005-0116,C005,sales qualification,reschedule,1,0,3.4,12,500
C005-0117,C005,support triage,eligibility,0,1,2.04,2,0
C005-0118,C005,appointment scheduling,technical issue,1,0,4.56,7,0
C005-0119,C005,support triage,pricing,1,0,4.49,5,0
C005-0120,C005,renewal reminder,eligibility,0,1,3.21,4,0
C005-0121,C005,renewal reminder,reschedule,0,0,1.57,0,0
C005-0122,C005,renewal reminder,technical issue,1,0,2.77,10,0
C005-0123,C005,appointment scheduling,cancel,1,0,3.58,4,0
C005-0124,C005,support triage,reschedule,1,0,4.23,4,0
C005-0125,C005,appointment scheduling,eligibility,1,0,3.39,11,0
C005-0126,C005,renewal reminder,cancel,0,1,2.31,3,0
C005-0127,C005,renewal reminder,reschedule,0,0,2.9,2,0
C005-0128,C005,support triage,purchase intent,1,0,4.58,5,0
C005-0129,C005,appointment scheduling,reschedule,1,0,3.4,7,0
C005-0130,C005,support triage,pricing,1,0,2.56,3,0
C005-0131,C005,sales qualification,purchase intent,1,0,3.63,7,0
C005-0132,C005,appointment scheduling,purchase intent,0,0,3.31,0,0
C005-0133,C005,sales qualification,reschedule,0,1,2.07,1,0
C005-0134,C005,renewal reminder,pricing,0,0,1.9,1,0
C005-0135,C005,sales qualification,pricing,0,1,3.34,3,0
C005-0136,C005,renewal reminder,technical issue,1,0,3.5,8,0
C005-0137,C005,support triage,technical issue,0,0,2.71,4,0
C005-0138,C005,sales qualification,pricing,0,0,2.44,4,0
C005-0139,C005,appointment scheduling,reschedule,1,0,2.9,10,0
C005-0140,C005,renewal reminder,cancel,1,0,3.14,4,0
C005-0141,C005,renewal reminder,pricing,0,1,1.72,2,0
C005-0142,C005,renewal reminder,cancel,0,0,2.4,2,0
C005-0143,C005,renewal reminder,pricing,1,0,2.93,8,0
C005-0144,C005,sales qualification,purchase intent,1,0,4.8,8,1000
C005-0145,C005,appointment scheduling,reschedule,1,0,4.73,11,0
C005-0146,C005,sales qualification,cancel,1,0,3.95,6,500
C005-0147,C005,support triage,pricing,1,0,3.0,6,0
C005-0148,C005,support triage,purchase intent,0,0,2.74,2,0
C005-0149,C005,support triage,technical issue,0,0,1.93,0,0
C005-0150,C005,appointment scheduling,pricing,1,0,3.86,11,0
C005-0151,C005,renewal reminder,eligibility,1,0,4.2,5,0
C005-0152,C005,support triage,reschedule,1,0,4.87,4,0
C005-0153,C005,sales qualification,purchase intent,0,1,2.57,4,0
C005-0154,C005,appointment scheduling,purchase intent,1,0,3.42,3,0
C005-0155,C005,support triage,technical issue,1,0,4.17,4,0
C005-0156,C005,appointment scheduling,purchase intent,1,0,3.53,3,0
C005-0157,C005,support triage,purchase intent,0,1,2.65,3,0
C005-0158,C005,sales qualification,cancel,1,0,3.38,8,250
C005-0159,C005,appointment scheduling,reschedule,1,0,2.89,5,0
C005-0160,C005,support triage,reschedule,1,0,4.42,7,0
C005-0161,C005,support triage,eligibility,1,0,3.49,3,0
C005-0162,C005,support triage,pricing,1,0,2.84,6,0
C005-0163,C005,appointment scheduling,technical issue,1,0,2.72,12,0
C005-0164,C005,renewal reminder,pricing,1,0,3.64,6,0
C005-0165,C005,support triage,pricing,1,0,3.71,12,0
C005-0166,C005,sales qualification,pricing,1,0,3.12,8,500
C005-0167,C005,support triage,eligibility,1,0,3.24,10,0
C005-0168,C005,sales qualification,cancel,0,0,2.01,0,0
C005-0169,C005,renewal reminder,purchase intent,0,0,2.4,1,0
C005-0170,C005,support triage,pricing,1,0,2.6,4,0
C005-0171,C005,sales qualification,technical issue,1,0,2.9,7,250
C005-0172,C005,renewal reminder,pricing,1,0,4.67,6,0
C005-0173,C005,renewal reminder,eligibility,1,0,3.48,7,0
C005-0174,C005,appointment scheduling,purchase intent,1,0,3.14,8,0
C005-0175,C005,sales qualification,pricing,1,0,3.5,5,1000
C005-0176,C005,support triage,cancel,1,0,3.8,4,0
C005-0177,C005,renewal reminder,reschedule,1,0,3.67,4,0
C005-0178,C005,renewal reminder,pricing,1,0,3.57,12,0
C005-0179,C005,renewal reminder,technical issue,1,0,2.66,5,0
C005-0180,C005,support triage,pricing,0,0,2.98,0,0
C005-0181,C005,appointment scheduling,purchase intent,1,0,3.03,7,0
C005-0182,C005,appointment scheduling,technical issue,1,0,4.49,7,0
C005-0183,C005,sales qualification,reschedule,0,1,1.76,0,0
C005-0184,C005,renewal reminder,cancel,0,0,2.72,0,0
C005-0185,C005,support triage,pricing,0,0,2.74,1,0
C005-0186,C005,support triage,eligibility,0,0,3.15,2,0
C005-0187,C005,renewal reminder,reschedule,0,0,2.02,3,0
C005-0188,C005,appointment scheduling,eligibility,1,0,3.35,12,0
C005-0189,C005,sales qualification,technical issue,0,0,2.41,3,0
C005-0190,C005,sales qualification,purchase intent,1,0,3.2,10,0
C005-0191,C005,appointment scheduling,eligibility,1,0,3.1,11,0
C005-0192,C005,renewal reminder,purchase intent,1,0,3.2,3,0
C005-0193,C005,appointment scheduling,reschedule,1,0,4.25,10,0
C005-0194,C005,appointment scheduling,cancel,0,1,2.12,1,0
C005-0195,C005,sales qualification,purchase intent,0,1,2.71,2,0
C005-0196,C005,appointment scheduling,pricing,1,0,3.15,8,0
C005-0197,C005,appointment scheduling,eligibility,1,0,3.55,11,0
C005-0198,C005,appointment scheduling,technical issue,0,0,2.08,0,0
C005-0199,C005,sales qualification,technical issue,1,0,3.39,3,500
C005-0200,C005,sales qualification,technical issue,0,1,3.14,2,0
C005-0201,C005,renewal reminder,purchase intent,1,0,2.87,5,0
C005-0202,C005,sales qualification,cancel,1,0,2.65,3,250
C005-0203,C005,sales qualification,reschedule,0,1,2.25,2,0
C005-0204,C005,support triage,eligibility,1,0,3.15,9,0
C005-0205,C005,appointment scheduling,technical issue,0,1,2.18,0,0
C005-0206,C005,appointment scheduling,reschedule,1,0,3.27,3,0
C005-0207,C005,sales qualification,eligibility,1,0,3.89,6,1500
C005-0208,C005,appointment scheduling,reschedule,1,0,4.2,6,0
C005-0209,C005,renewal reminder,cancel,1,0,3.88,4,0
C005-0210,C005,support triage,eligibility,1,0,3.74,4,0
C005-0211,C005,renewal reminder,cancel,1,0,3.01,9,0
C005-0212,C005,appointment scheduling,cancel,1,0,3.05,9,0
C005-0213,C005,sales qualification,eligibility,0,1,1.89,1,0
C005-0214,C005,renewal reminder,eligibility,1,0,3.75,7,0
C005-0215,C005,appointment scheduling,technical issue,1,0,4.21,3,0
C005-0216,C005,support triage,eligibility,0,1,1.86,1,0
C005-0217,C005,renewal reminder,pricing,1,0,3.43,7,0
C005-0218,C005,renewal reminder,reschedule,0,0,2.02,0,0
C005-0219,C005,support triage,cancel,1,0,2.72,3,0
C005-0220,C005,renewal reminder,purchase intent,1,0,3.59,8,0
C005-0221,C005,appointment scheduling,eligibility,0,0,1.6,3,0
C005-0222,C005,support triage,reschedule,1,0,4.57,6,0
C005-0223,C005,renewal reminder,eligibility,1,0,3.31,11,0
C006-0000,C006,support triage,cancel,1,0,3.03,9,0
C006-0001,C006,support triage,reschedule,1,0,3.63,11,0
C006-0002,C006,sales qualification,cancel,1,0,2.92,11,250
C006-0003,C006,sales qualification,cancel,0,0,2.72,2,0
C006-0004,C006,sales qualification,cancel,0,0,1.67,2,0
C006-0005,C006,sales qualification,reschedule,1,0,3.98,10,1500
C006-0006,C006,appointment scheduling,cancel,1,0,4.31,10,0
C006-0007,C006,renewal reminder,pricing,1,0,2.89,4,0
C006-0008,C006,support triage,purchase intent,1,0,2.58,11,0
C006-0009,C006,sales qualification,eligibility,1,0,4.53,3,250
C006-0010,C006,support triage,pricing,1,0,3.05,10,0
C006-0011,C006,sales qualification,purchase intent,0,0,2.03,2,0
C006-0012,C006,support triage,pricing,1,0,3.39,3,0
C006-0013,C006,support triage,purchase intent,1,0,4.18,7,0
C006-0014,C006,appointment scheduling,technical issue,0,0,3.14,4,0
C006-0015,C006,appointment scheduling,pricing,1,0,2.51,7,0
C006-0016,C006,sales qualification,technical issue,1,0,4.78,12,1500
C006-0017,C006,sales qualification,technical issue,1,0,3.8,6,1000
C006-0018,C006,sales qualification,reschedule,1,0,4.29,5,1500
C006-0019,C006,appointment scheduling,reschedule,1,0,3.04,10,0
C006-0020,C006,appointment scheduling,technical issue,1,0,3.34,3,0
C006-0021,C006,appointment scheduling,technical issue,1,0,2.88,9,0
C006-0022,C006,sales qualification,technical issue,1,0,2.87,11,250
C006-0023,C006,sales qualification,reschedule,0,0,2.71,2,0
C006-0024,C006,support triage,pricing,1,0,3.34,10,0
C006-0025,C006,appointment scheduling,reschedule,1,0,3.89,8,0
C006-0026,C006,renewal reminder,reschedule,0,1,1.91,4,0
C006-0027,C006,sales qualification,pricing,0,0,1.98,3,0
C006-0028,C006,renewal reminder,technical issue,1,0,4.12,6,0
C006-0029,C006,support triage,reschedule,1,0,2.91,8,0
C006-0030,C006,sales qualification,reschedule,0,1,2.18,0,0
C006-0031,C006,sales qualification,eligibility,0,0,1.72,4,0
C006-0032,C006,sales qualification,pricing,1,0,3.71,6,0
C006-0033,C006,renewal reminder,eligibility,1,0,4.34,4,0
C006-0034,C006,renewal reminder,cancel,1,0,4.37,12,0
C006-0035,C006,sales qualification,cancel,0,0,2.7,0,0
C006-0036,C006,renewal reminder,reschedule,0,0,2.78,2,0
C006-0037,C006,support triage,pricing,1,0,3.87,6,0
C006-0038,C006,sales qualification,cancel,1,0,3.11,10,0
C006-0039,C006,sales qualification,reschedule,1,0,3.22,8,1000
C006-0040,C006,sales qualification,reschedule,0,1,1.63,0,0
C006-0041,C006,support triage,purchase intent,1,0,2.76,10,0
C006-0042,C006,support triage,cancel,0,0,2.1,3,0
C006-0043,C006,renewal reminder,reschedule,1,0,3.78,7,0
C006-0044,C006,renewal reminder,eligibility,1,0,4.77,10,0
C006-0045,C006,renewal reminder,technical issue,1,0,3.77,7,0
C006-0046,C006,sales qualification,pricing,0,1,1.82,4,0
C006-0047,C006,sales qualification,eligibility,1,0,3.88,11,250
C006-0048,C006,support triage,technical issue,1,0,3.39,3,0
C006-0049,C006,support triage,reschedule,1,0,3.67,6,0
C006-0050,C006,renewal reminder,purchase intent,0,1,2.27,1,0
C006-0051,C006,sales qualification,pricing,0,0,2.72,3,0
C006-0052,C006,renewal reminder,reschedule,0,0,2.07,0,0
C006-0053,C006,support triage,cancel,1,0,4.4,11,0
C006-0054,C006,sales qualification,cancel,1,0,4.25,3,0
C006-0055,C006,appointment scheduling,purchase intent,0,1,2.67,3,0
C006-0056,C006,support triage,technical issue,1,0,3.61,10,0
C006-0057,C006,renewal reminder,technical issue,1,0,4.72,6,0
C006-0058,C006,appointment scheduling,technical issue,1,0,4.21,9,0
C006-0059,C006,appointment scheduling,cancel,0,0,2.7,1,0
C006-0060,C006,sales qualification,cancel,1,0,4.33,5,500
C006-0061,C006,sales qualification,pricing,1,0,4.75,11,250
C006-0062,C006,support triage,technical issue,1,0,2.58,7,0
C006-0063,C006,renewal reminder,pricing,0,0,1.6,3,0
C006-0064,C006,appointment scheduling,technical issue,1,0,4.46,8,0
C006-0065,C006,sales qualification,reschedule,0,0,1.43,4,0
C006-0066,C006,sales qualification,eligibility,0,0,2.51,4,0
C006-0067,C006,support triage,technical issue,1,0,4.47,10,0
C006-0068,C006,appointment scheduling,pricing,1,0,3.25,12,0
C006-0069,C006,support triage,cancel,1,0,4.08,12,0
C006-0070,C006,support triage,eligibility,0,0,2.26,1,0
C006-0071,C006,appointment scheduling,eligibility,1,0,3.19,9,0
C006-0072,C006,support triage,cancel,1,0,3.91,11,0
C006-0073,C006,appointment scheduling,pricing,1,0,3.72,11,0
C006-0074,C006,renewal reminder,cancel,1,0,3.38,11,0
C006-0075,C006,appointment scheduling,eligibility,0,1,1.89,2,0
C006-0076,C006,sales qualification,eligibility,0,1,1.91,1,0
C006-0077,C006,sales qualification,eligibility,0,0,3.02,0,0
C006-0078,C006,support triage,cancel,1,0,4.19,7,0
C006-0079,C006,sales qualification,cancel,1,0,2.92,4,0
C006-0080,C006,sales qualification,pricing,1,0,4.06,6,1000
C006-0081,C006,renewal reminder,cancel,1,0,3.52,11,0
C006-0082,C006,appointment scheduling,eligibility,1,0,3.87,9,0
C006-0083,C006,sales qualification,cancel,1,0,2.84,11,1500
C006-0084,C006,renewal reminder,purchase intent,1,0,2.7,4,0
C006-0085,C006,sales qualification,technical issue,0,1,3.18,3,0
C006-0086,C006,appointment scheduling,reschedule,1,0,3.38,11,0
C006-0087,C006,sales qualification,eligibility,1,0,2.87,6,1500
C006-0088,C006,renewal reminder,reschedule,1,0,2.75,5,0
C006-0089,C006,sales qualification,cancel,0,1,3.34,2,0
C006-0090,C006,support triage,pricing,1,0,3.45,9,0
C006-0091,C006,sales qualification,pricing,1,0,2.53,4,1000
C006-0092,C006,sales qualification,pricing,1,0,3.08,10,1500
C006-0093,C006,renewal reminder,reschedule,1,0,3.71,10,0
C006-0094,C006,appointment scheduling,eligibility,1,0,2.64,3,0
C006-0095,C006,support triage,eligibility,0,0,2.66,3,0
C006-0096,C006,sales qualification,technical issue,0,0,3.19,2,0
C006-0097,C006,appointment scheduling,purchase intent,1,0,2.96,12,0
C006-0098,C006,appointment scheduling,cancel,1,0,4.71,12,0
C006-0099,C006,appointment scheduling,eligibility,1,0,3.7,4,0
C006-0100,C006,support triage,purchase intent,1,0,4.2,7,0
C006-0101,C006,appointment scheduling,technical issue,0,1,2.3,4,0
C006-0102,C006,appointment scheduling,reschedule,0,0,3.02,1,0
C006-0103,C006,sales qualification,reschedule,1,0,3.68,8,500
C006-0104,C006,renewal reminder,reschedule,1,0,2.61,3,0
C006-0105,C006,sales qualification,pricing,1,0,2.66,10,0
C006-0106,C006,renewal reminder,reschedule,1,0,2.71,5,0
C006-0107,C006,support triage,cancel,1,0,3.07,10,0
C006-0108,C006,renewal reminder,eligibility,1,0,4.05,3,0
C006-0109,C006,appointment scheduling,technical issue,1,0,4.39,6,0
C006-0110,C006,sales qualification,pricing,1,0,2.53,9,0
C006-0111,C006,renewal reminder,eligibility,0,1,3.07,3,0
C006-0112,C006,appointment scheduling,cancel,1,0,3.42,9,0
C006-0113,C006,support triage,pricing,1,0,3.76,10,0
C006-0114,C006,support triage,purchase intent,1,0,2.75,9,0
C006-0115,C006,support triage,cancel,1,0,3.94,3,0
C006-0116,C006,renewal reminder,pricing,1,0,3.16,10,0
C006-0117,C006,sales qualification,cancel,1,0,3.62,12,0
C006-0118,C006,support triage,eligibility,1,0,3.8,9,0
C006-0119,C006,support triage,purchase intent,1,0,4.62,12,0
C006-0120,C006,sales qualification,eligibility,0,1,2.01,0,0
C006-0121,C006,appointment scheduling,purchase intent,0,0,1.7,0,0
C006-0122,C006,sales qualification,reschedule,1,0,4.06,9,500
C006-0123,C006,sales qualification,reschedule,0,1,2.63,0,0
C006-0124,C006,sales qualification,reschedule,1,0,4.63,10,500
C006-0125,C006,sales qualification,pricing,0,1,3.27,4,0
C006-0126,C006,appointment scheduling,reschedule,0,0,3.27,0,0
C006-0127,C006,renewal reminder,pricing,0,0,2.05,1,0
C006-0128,C006,renewal reminder,purchase intent,1,0,3.23,3,0
C006-0129,C006,support triage,reschedule,0,1,2.41,3,0
C006-0130,C006,support triage,cancel,1,0,4.75,6,0
C006-0131,C006,support triage,cancel,1,0,4.69,4,0
C006-0132,C006,sales qualification,reschedule,0,1,3.36,1,0
C006-0133,C006,appointment scheduling,purchase intent,0,1,2.77,4,0
C006-0134,C006,renewal reminder,eligibility,1,0,3.1,5,0
C006-0135,C006,sales qualification,reschedule,0,1,3.18,0,0
C006-0136,C006,support triage,pricing,1,0,3.24,7,0
C006-0137,C006,appointment scheduling,purchase intent,1,0,3.18,10,0
C006-0138,C006,sales qualification,reschedule,1,0,2.72,5,1000
C006-0139,C006,sales qualification,purchase intent,1,0,4.31,9,0
C006-0140,C006,support triage,pricing,1,0,3.59,9,0
C006-0141,C006,renewal reminder,reschedule,1,0,3.45,6,0
C006-0142,C006,renewal reminder,purchase intent,0,1,2.46,1,0
C006-0143,C006,renewal reminder,cancel,1,0,3.5,4,0
C006-0144,C006,sales qualification,purchase intent,1,0,3.57,10,250
C006-0145,C006,appointment scheduling,pricing,1,0,4.71,10,0
C006-0146,C006,support triage,cancel,1,0,4.57,10,0
C006-0147,C006,appointment scheduling,purchase intent,1,0,3.06,5,0
C006-0148,C006,renewal reminder,technical issue,1,0,2.51,8,0
C006-0149,C006,renewal reminder,purchase intent,1,0,3.84,4,0
C006-0150,C006,renewal reminder,eligibility,1,0,3.24,5,0
C006-0151,C006,appointment scheduling,cancel,1,0,4.49,12,0
C006-0152,C006,renewal reminder,reschedule,1,0,3.99,7,0
C006-0153,C006,support triage,pricing,1,0,4.88,7,0
C006-0154,C006,renewal reminder,reschedule,1,0,4.49,9,0
C006-0155,C006,support triage,reschedule,1,0,3.49,4,0
C006-0156,C006,support triage,reschedule,0,0,2.02,3,0
C006-0157,C006,appointment scheduling,technical issue,1,0,4.64,9,0
C006-0158,C006,appointment scheduling,cancel,1,0,3.04,11,0
C006-0159,C006,support triage,technical issue,1,0,3.57,8,0
C006-0160,C006,renewal reminder,purchase intent,1,0,3.08,12,0
C006-0161,C006,renewal reminder,technical issue,1,0,3.43,10,0
C006-0162,C006,support triage,reschedule,0,0,2.72,0,0
C006-0163,C006,appointment scheduling,reschedule,1,0,2.69,6,0
C006-0164,C006,renewal reminder,technical issue,0,1,3.2,4,0
C006-0165,C006,support triage,purchase intent,1,0,2.66,6,0
C006-0166,C006,support triage,purchase intent,1,0,4.71,7,0
C006-0167,C006,appointment scheduling,purchase intent,1,0,3.83,9,0
C006-0168,C006,sales qualification,pricing,1,0,2.69,9,500
C006-0169,C006,appointment scheduling,cancel,1,0,4.86,5,0
C006-0170,C006,renewal reminder,technical issue,1,0,4.46,8,0
C006-0171,C006,sales qualification,pricing,0,1,2.93,1,0
C006-0172,C006,appointment scheduling,purchase intent,0,1,2.46,0,0
C006-0173,C006,appointment scheduling,cancel,1,0,3.99,3,0
C006-0174,C006,support triage,purchase intent,1,0,4.58,8,0
C006-0175,C006,appointment scheduling,reschedule,1,0,3.87,7,0
C006-0176,C006,sales qualification,technical issue,0,1,2.52,4,0
C006-0177,C006,appointment scheduling,pricing,0,1,1.57,4,0
C006-0178,C006,support triage,purchase intent,1,0,4.16,8,0
C006-0179,C006,renewal reminder,eligibility,1,0,4.38,12,0
C006-0180,C006,sales qualification,cancel,1,0,2.59,10,250
C006-0181,C006,support triage,reschedule,0,1,2.73,3,0
C006-0182,C006,sales qualification,purchase intent,1,0,3.68,6,250
C006-0183,C006,appointment scheduling,cancel,1,0,2.55,8,0
C006-0184,C006,sales qualification,cancel,0,0,2.23,0,0
C006-0185,C006,appointment scheduling,cancel,0,0,3.33,2,0
C006-0186,C006,renewal reminder,cancel,1,0,4.62,11,0
C006-0187,C006,appointment scheduling,purchase intent,1,0,4.78,3,0
C006-0188,C006,sales qualification,technical issue,1,0,3.27,7,250
C006-0189,C006,appointment scheduling,cancel,1,0,4.51,7,0
C006-0190,C006,support triage,reschedule,1,0,4.79,6,0
C006-0191,C006,appointment scheduling,pricing,1,0,3.38,11,0
C006-0192,C006,sales qualification,technical issue,1,0,2.71,7,1000
C006-0193,C006,appointment scheduling,purchase intent,1,0,4.36,3,0
C006-0194,C006,appointment scheduling,cancel,1,0,4.0,11,0
C006-0195,C006,sales qualification,reschedule,1,0,3.29,7,250
C006-0196,C006,support triage,reschedule,1,0,3.09,3,0
C006-0197,C006,sales qualification,purchase intent,0,0,1.66,3,0
C006-0198,C006,appointment scheduling,reschedule,0,1,2.73,1,0
C006-0199,C006,renewal reminder,pricing,1,0,3.64,8,0
C006-0200,C006,support triage,technical issue,1,0,3.34,5,0
C006-0201,C006,sales qualification,reschedule,0,0,2.43,3,0
C006-0202,C006,sales qualification,technical issue,1,0,3.9,4,500
C006-0203,C006,renewal reminder,cancel,1,0,3.46,3,0
C006-0204,C006,renewal reminder,eligibility,0,0,1.8,0,0
C006-0205,C006,renewal reminder,pricing,0,0,2.6,2,0
C006-0206,C006,sales qualification,cancel,1,0,4.38,4,500
C006-0207,C006,renewal reminder,cancel,1,0,3.8,9,0
C006-0208,C006,renewal reminder,cancel,1,0,4.45,11,0
C006-0209,C006,support triage,reschedule,1,0,2.93,8,0
C006-0210,C006,renewal reminder,pricing,1,0,4.25,4,0
C006-0211,C006,support triage,technical issue,1,0,2.54,10,0
C006-0212,C006,appointment scheduling,eligibility,1,0,2.57,7,0
C006-0213,C006,support triage,reschedule,1,0,3.61,6,0
C006-0214,C006,sales qualification,cancel,1,0,4.65,5,1500
C007-0000,C007,renewal reminder,eligibility,0,0,1.69,3,0
C007-0001,C007,sales qualification,cancel,1,0,4.73,4,500
C007-0002,C007,sales qualification,eligibility,1,0,4.73,4,500
C007-0003,C007,sales qualification,pricing,0,0,1.67,2,0
C007-0004,C007,sales qualification,reschedule,1,0,2.8,3,1000
C007-0005,C007,support triage,purchase intent,0,1,3.14,1,0
C007-0006,C007,renewal reminder,reschedule,1,0,4.25,5,0
C007-0007,C007,renewal reminder,eligibility,0,0,1.48,1,0
C007-0008,C007,appointment scheduling,technical issue,0,0,2.86,0,0
C007-0009,C007,support triage,eligibility,0,1,2.7,4,0
C007-0010,C007,sales qualification,eligibility,0,0,2.71,0,0
C007-0011,C007,renewal reminder,pricing,1,0,3.51,5,0
C007-0012,C007,appointment scheduling,technical issue,1,0,3.51,6,0
C007-0013,C007,appointment scheduling,cancel,1,0,2.85,8,0
