contact_id,age,job,marital,education,balance,housing,loan,contact,day,month,call_duration_seconds,campaign_contacts,days_since_previous_contact,previous_contacts,previous_outcome,customer_segment,converted,converted_flag
BM26864,30,blue-collar,single,secondary,1472,yes,no,cellular,20,nov,769,4,-1,0,unknown,blue-collar / secondary,no,0
BM26865,38,management,married,tertiary,1021,no,no,cellular,20,nov,87,3,-1,0,unknown,management / tertiary,no,0
BM26866,44,technician,married,tertiary,4580,yes,no,cellular,20,nov,192,2,189,2,success,technician / tertiary,no,0
BM26867,46,blue-collar,married,primary,676,yes,no,cellular,20,nov,825,6,174,4,failure,blue-collar / primary,no,0
BM26868,34,self-employed,divorced,tertiary,681,no,no,cellular,20,nov,382,6,-1,0,unknown,self-employed / tertiary,no,0
BM26869,53,management,married,tertiary,3366,no,no,telephone,20,nov,278,6,112,2,failure,management / tertiary,no,0
BM26870,30,blue-collar,single,primary,0,yes,no,cellular,20,nov,1329,2,-1,0,unknown,blue-collar / primary,no,0
BM26871,32,management,single,tertiary,3552,no,no,cellular,20,nov,310,3,-1,0,unknown,management / tertiary,no,0
BM26872,45,entrepreneur,married,tertiary,1752,yes,yes,cellular,20,nov,56,2,-1,0,unknown,entrepreneur / tertiary,no,0
BM26873,33,services,married,secondary,2918,no,yes,cellular,20,nov,1059,2,-1,0,unknown,services / secondary,yes,1
BM26874,57,technician,single,secondary,3499,yes,no,cellular,20,nov,104,4,175,3,failure,technician / secondary,no,0
BM26875,44,self-employed,married,primary,0,no,no,cellular,20,nov,843,3,-1,0,unknown,self-employed / primary,no,0
BM26876,31,entrepreneur,single,tertiary,38,no,no,cellular,20,nov,185,2,-1,0,unknown,entrepreneur / tertiary,no,0
BM26877,47,management,married,tertiary,2475,yes,no,cellular,20,nov,1476,4,-1,0,unknown,management / tertiary,no,0
BM26878,32,entrepreneur,divorced,primary,1,yes,yes,cellular,20,nov,476,3,-1,0,unknown,entrepreneur / primary,no,0
BM26879,35,services,divorced,primary,55,no,no,cellular,20,nov,165,4,-1,0,unknown,services / primary,no,0
BM26880,30,blue-collar,married,secondary,321,yes,no,cellular,20,nov,738,2,-1,0,unknown,blue-collar / secondary,no,0
BM26881,36,blue-collar,married,secondary,2848,yes,no,cellular,20,nov,265,3,-1,0,unknown,blue-collar / secondary,no,0
BM26882,32,technician,single,tertiary,502,yes,no,telephone,20,nov,442,4,-1,0,unknown,technician / tertiary,no,0
BM26883,36,unemployed,single,primary,0,no,no,telephone,20,nov,47,3,-1,0,unknown,unemployed / primary,no,0
BM26884,32,admin.,married,tertiary,1019,yes,no,cellular,20,nov,489,2,-1,0,unknown,admin. / tertiary,no,0
BM26885,32,admin.,single,secondary,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,admin. / secondary,no,0
BM26886,34,management,married,tertiary,19391,no,no,cellular,20,nov,391,2,-1,0,unknown,management / tertiary,no,0
BM26887,40,unemployed,married,secondary,3430,yes,no,cellular,20,nov,1855,3,-1,0,unknown,unemployed / secondary,no,0
BM26888,43,blue-collar,married,primary,3064,yes,no,cellular,20,nov,2453,2,-1,0,unknown,blue-collar / primary,yes,1
BM26889,37,management,single,tertiary,1093,yes,no,cellular,21,nov,21,6,113,2,other,management / tertiary,no,0
BM26890,35,management,married,tertiary,656,yes,yes,cellular,21,nov,83,4,-1,0,unknown,management / tertiary,no,0
BM26891,30,admin.,married,secondary,111,no,yes,cellular,21,nov,86,3,133,1,failure,admin. / secondary,no,0
BM26892,39,management,single,secondary,-490,no,yes,cellular,21,nov,141,2,-1,0,unknown,management / secondary,no,0
BM26893,46,services,divorced,secondary,1263,yes,no,telephone,21,nov,220,2,-1,0,unknown,services / secondary,no,0
BM26894,42,management,married,tertiary,4014,yes,no,cellular,21,nov,149,4,186,1,other,management / tertiary,no,0
BM26895,30,admin.,married,secondary,35,yes,yes,cellular,21,nov,91,2,-1,0,unknown,admin. / secondary,no,0
BM26896,48,services,married,secondary,485,yes,no,cellular,21,nov,254,5,-1,0,unknown,services / secondary,no,0
BM26897,37,self-employed,married,secondary,415,yes,no,cellular,21,nov,249,4,-1,0,unknown,self-employed / secondary,no,0
BM26898,32,blue-collar,single,secondary,1475,yes,no,cellular,21,nov,209,5,-1,0,unknown,blue-collar / secondary,no,0
BM26899,55,technician,married,secondary,6958,yes,yes,cellular,21,nov,325,5,192,2,failure,technician / secondary,no,0
BM26900,38,blue-collar,single,secondary,5133,yes,no,cellular,21,nov,87,2,168,2,other,blue-collar / secondary,no,0
BM26901,46,management,married,tertiary,-1001,yes,no,cellular,21,nov,45,3,-1,0,unknown,management / tertiary,no,0
BM26902,36,management,married,tertiary,14462,yes,no,cellular,21,nov,10,5,-1,0,unknown,management / tertiary,no,0
BM26903,41,management,married,tertiary,1735,yes,no,cellular,21,nov,358,3,-1,0,unknown,management / tertiary,no,0
BM26904,53,management,single,secondary,5558,yes,no,cellular,21,nov,81,6,189,3,failure,management / secondary,no,0
BM26905,53,admin.,married,secondary,1203,no,no,cellular,21,nov,6,7,-1,0,unknown,admin. / secondary,no,0
BM26906,41,technician,married,secondary,190,no,no,cellular,21,nov,12,7,-1,0,unknown,technician / secondary,no,0
BM26907,44,services,single,secondary,5045,yes,no,cellular,21,nov,20,6,175,15,other,services / secondary,no,0
BM26908,35,management,single,secondary,356,yes,no,cellular,21,nov,20,5,114,7,failure,management / secondary,no,0
BM26909,48,management,divorced,tertiary,-547,no,no,cellular,21,nov,275,2,-1,0,unknown,management / tertiary,no,0
BM26910,45,housemaid,married,tertiary,460,no,no,cellular,21,nov,312,3,157,1,failure,housemaid / tertiary,no,0
BM26911,37,management,married,tertiary,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,management / tertiary,no,0
BM26912,45,services,married,secondary,507,no,yes,cellular,21,nov,304,2,-1,0,unknown,services / secondary,no,0
BM26913,31,management,single,tertiary,5691,yes,no,cellular,21,nov,37,2,123,1,failure,management / tertiary,no,0
BM26914,34,blue-collar,married,primary,12,no,no,telephone,21,nov,61,3,-1,0,unknown,blue-collar / primary,no,0
BM26915,40,services,married,secondary,87,yes,yes,cellular,21,nov,116,2,113,4,failure,services / secondary,no,0
BM26916,53,management,married,tertiary,0,yes,yes,cellular,21,nov,266,6,-1,0,unknown,management / tertiary,no,0
BM26917,52,management,married,tertiary,4173,no,yes,cellular,21,nov,159,2,-1,0,unknown,management / tertiary,no,0
BM26918,36,management,married,tertiary,6138,yes,yes,cellular,21,nov,358,4,-1,0,unknown,management / tertiary,no,0
BM26919,37,entrepreneur,married,secondary,680,yes,yes,cellular,21,nov,21,11,185,1,other,entrepreneur / secondary,no,0
BM26920,30,management,single,tertiary,20580,yes,no,cellular,21,nov,116,2,-1,0,unknown,management / tertiary,no,0
BM26921,57,services,married,secondary,1433,no,no,telephone,21,nov,41,1,-1,0,unknown,services / secondary,no,0
BM26922,50,management,divorced,tertiary,2564,yes,no,cellular,21,nov,124,4,113,8,failure,management / tertiary,no,0
BM26923,37,admin.,single,secondary,1560,yes,no,cellular,21,nov,67,1,163,2,failure,admin. / secondary,no,0
BM26924,30,admin.,single,secondary,910,no,no,cellular,21,nov,298,2,-1,0,unknown,admin. / secondary,no,0
BM26925,30,admin.,single,secondary,4925,yes,no,cellular,21,nov,86,1,-1,0,unknown,admin. / secondary,no,0
BM26926,32,management,single,tertiary,5276,no,no,cellular,21,nov,299,1,-1,0,unknown,management / tertiary,no,0
BM26927,50,blue-collar,married,primary,12519,yes,no,cellular,21,nov,615,3,34,1,failure,blue-collar / primary,yes,1
BM26928,34,management,married,tertiary,3167,yes,yes,cellular,21,nov,152,1,-1,0,unknown,management / tertiary,no,0
BM26929,36,technician,married,tertiary,62,no,no,cellular,21,nov,50,2,121,2,failure,technician / tertiary,no,0
BM26930,53,services,single,secondary,1162,yes,no,cellular,21,nov,322,1,-1,0,unknown,services / secondary,no,0
BM26931,32,admin.,married,secondary,9049,yes,no,cellular,21,nov,536,1,-1,0,unknown,admin. / secondary,no,0
BM26932,54,self-employed,single,tertiary,760,no,no,telephone,21,nov,336,1,-1,0,unknown,self-employed / tertiary,no,0
BM26933,31,admin.,married,secondary,3540,yes,no,cellular,21,nov,441,1,-1,0,unknown,admin. / secondary,no,0
BM26934,54,technician,single,secondary,2237,no,no,cellular,21,nov,149,5,-1,0,unknown,technician / secondary,no,0
BM26935,52,management,divorced,tertiary,0,no,no,cellular,21,nov,328,1,-1,0,unknown,management / tertiary,no,0
BM26936,36,management,married,tertiary,4069,no,no,cellular,21,nov,517,1,-1,0,unknown,management / tertiary,yes,1
BM26937,58,retired,divorced,unknown,5920,yes,no,cellular,21,nov,96,1,121,1,failure,retired / unknown,no,0
BM26938,33,blue-collar,married,primary,0,yes,no,cellular,21,nov,675,1,-1,0,unknown,blue-collar / primary,no,0
BM26939,46,blue-collar,married,primary,2023,yes,no,cellular,21,nov,118,1,-1,0,unknown,blue-collar / primary,no,0
BM26940,47,technician,married,tertiary,-813,yes,yes,cellular,21,nov,85,2,158,25,failure,technician / tertiary,no,0
BM26941,58,entrepreneur,married,tertiary,925,yes,no,cellular,21,nov,65,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM26942,33,technician,single,secondary,7108,no,yes,cellular,21,nov,255,1,-1,0,unknown,technician / secondary,no,0
BM26943,34,admin.,single,tertiary,4254,yes,no,cellular,21,nov,714,1,-1,0,unknown,admin. / tertiary,yes,1
BM26944,39,blue-collar,married,secondary,5222,yes,no,cellular,21,nov,239,2,177,1,failure,blue-collar / secondary,no,0
BM26945,31,management,single,tertiary,3967,yes,no,cellular,21,nov,859,1,182,1,failure,management / tertiary,no,0
BM26946,31,technician,single,secondary,1447,yes,no,cellular,21,nov,225,2,95,13,other,technician / secondary,no,0
BM26947,55,retired,married,primary,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,retired / primary,no,0
BM26948,35,unemployed,divorced,tertiary,8903,yes,no,cellular,21,nov,336,6,-1,0,unknown,unemployed / tertiary,no,0
BM26949,30,admin.,married,secondary,5220,yes,no,cellular,21,nov,108,1,-1,0,unknown,admin. / secondary,no,0
BM26950,47,unemployed,married,primary,3723,no,no,cellular,21,nov,108,1,-1,0,unknown,unemployed / primary,no,0
BM26951,30,management,single,secondary,8101,yes,no,cellular,21,nov,49,1,-1,0,unknown,management / secondary,no,0
BM26952,37,technician,single,tertiary,6889,yes,no,cellular,21,nov,1221,1,-1,0,unknown,technician / tertiary,no,0
BM26953,54,unemployed,married,primary,1251,no,no,cellular,21,nov,105,1,-1,0,unknown,unemployed / primary,no,0
BM26954,54,services,divorced,secondary,43,no,yes,cellular,21,nov,289,1,-1,0,unknown,services / secondary,no,0
BM26955,46,blue-collar,divorced,primary,219,yes,no,cellular,21,nov,729,1,-1,0,unknown,blue-collar / primary,yes,1
BM26956,45,management,divorced,tertiary,2096,no,no,cellular,21,nov,127,1,100,2,failure,management / tertiary,no,0
BM26957,31,entrepreneur,single,tertiary,-405,yes,yes,cellular,21,nov,846,1,100,2,success,entrepreneur / tertiary,no,0
BM26958,52,admin.,divorced,secondary,-402,yes,no,cellular,21,nov,151,1,-1,0,unknown,admin. / secondary,no,0
BM26959,30,entrepreneur,single,primary,2816,yes,no,cellular,21,nov,71,1,-1,0,unknown,entrepreneur / primary,no,0
BM26960,49,management,married,tertiary,436,no,no,cellular,21,nov,215,1,-1,0,unknown,management / tertiary,no,0
BM26961,34,services,married,secondary,0,yes,no,cellular,21,nov,248,1,-1,0,unknown,services / secondary,no,0
BM26962,47,technician,married,secondary,0,no,no,cellular,21,nov,591,1,10,1,failure,technician / secondary,yes,1
BM26963,39,admin.,single,secondary,2263,yes,yes,telephone,21,nov,1158,9,-1,0,unknown,admin. / secondary,yes,1
BM26964,52,management,single,tertiary,1727,no,no,cellular,21,nov,337,1,-1,0,unknown,management / tertiary,no,0
BM26965,50,management,divorced,tertiary,11998,no,no,cellular,21,nov,349,1,-1,0,unknown,management / tertiary,no,0
BM26966,31,self-employed,single,tertiary,2589,no,no,cellular,21,nov,614,1,-1,0,unknown,self-employed / tertiary,yes,1
BM26967,43,unemployed,divorced,secondary,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown,unemployed / secondary,no,0
BM26968,50,housemaid,married,primary,85,no,no,cellular,21,nov,714,1,-1,0,unknown,housemaid / primary,no,0
BM26969,41,management,single,tertiary,1982,no,no,cellular,21,nov,558,1,-1,0,unknown,management / tertiary,yes,1
BM26970,30,blue-collar,single,primary,1395,yes,no,cellular,21,nov,569,1,175,3,other,blue-collar / primary,no,0
BM26971,42,self-employed,married,secondary,2812,yes,no,cellular,21,nov,46,4,171,1,failure,self-employed / secondary,no,0
BM26972,46,services,married,secondary,22,yes,no,cellular,21,nov,153,1,197,3,failure,services / secondary,no,0
BM26973,53,management,married,tertiary,1945,no,no,cellular,21,nov,22,4,106,7,failure,management / tertiary,no,0
BM26974,30,management,single,tertiary,485,yes,no,cellular,21,nov,89,2,-1,0,unknown,management / tertiary,no,0
BM26975,31,services,married,secondary,0,no,yes,cellular,21,nov,208,1,-1,0,unknown,services / secondary,no,0
BM26976,32,blue-collar,married,secondary,5164,no,no,cellular,21,nov,253,1,-1,0,unknown,blue-collar / secondary,no,0
BM26977,35,management,married,tertiary,0,no,no,cellular,21,nov,240,1,-1,0,unknown,management / tertiary,no,0
BM26978,33,management,single,tertiary,3406,yes,no,cellular,21,nov,321,1,-1,0,unknown,management / tertiary,no,0
BM26979,39,blue-collar,single,secondary,4619,no,no,cellular,21,nov,104,1,-1,0,unknown,blue-collar / secondary,no,0
BM26980,32,blue-collar,married,primary,1261,yes,no,cellular,21,nov,104,1,182,1,failure,blue-collar / primary,no,0
BM26981,44,entrepreneur,married,tertiary,-1,no,yes,cellular,21,nov,63,2,-1,0,unknown,entrepreneur / tertiary,no,0
BM26982,36,self-employed,married,tertiary,12132,no,no,telephone,21,nov,146,1,-1,0,unknown,self-employed / tertiary,no,0
BM26983,46,entrepreneur,married,primary,829,no,yes,telephone,21,nov,81,7,-1,0,unknown,entrepreneur / primary,no,0
BM26984,31,blue-collar,married,primary,2198,no,no,cellular,21,nov,423,2,172,2,failure,blue-collar / primary,no,0
BM26985,46,self-employed,married,unknown,-257,no,no,cellular,21,nov,104,1,189,2,failure,self-employed / unknown,no,0
BM26986,43,self-employed,married,secondary,14144,yes,no,cellular,21,nov,504,1,-1,0,unknown,self-employed / secondary,yes,1
BM26987,33,technician,single,secondary,2481,no,no,cellular,21,nov,113,1,101,2,failure,technician / secondary,no,0
BM26988,31,blue-collar,single,secondary,23,no,no,cellular,21,nov,116,1,-1,0,unknown,blue-collar / secondary,no,0
BM26989,40,services,married,secondary,10406,no,no,cellular,21,nov,348,2,127,4,other,services / secondary,no,0
BM26990,37,management,married,secondary,-499,yes,no,cellular,21,nov,71,3,-1,0,unknown,management / secondary,no,0
BM26991,33,admin.,married,tertiary,-1011,no,no,cellular,21,nov,134,1,-1,0,unknown,admin. / tertiary,no,0
BM26992,44,technician,single,secondary,1548,yes,no,cellular,21,nov,62,6,-1,0,unknown,technician / secondary,no,0
BM26993,42,services,married,unknown,-1085,no,yes,cellular,21,nov,45,1,-1,0,unknown,services / unknown,no,0
BM26994,33,services,married,secondary,255,yes,yes,cellular,21,nov,588,2,184,2,failure,services / secondary,no,0
BM26995,35,technician,single,tertiary,3552,no,no,cellular,21,nov,267,1,-1,0,unknown,technician / tertiary,no,0
BM26996,30,management,single,secondary,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,management / secondary,yes,1
BM26997,30,services,single,secondary,62,yes,no,cellular,21,nov,76,1,-1,0,unknown,services / secondary,no,0
BM26998,59,management,married,tertiary,7049,no,no,cellular,21,nov,530,1,163,2,failure,management / tertiary,yes,1
BM26999,31,technician,single,secondary,667,yes,no,cellular,21,nov,279,1,-1,0,unknown,technician / secondary,no,0
BM27000,32,unemployed,single,secondary,2706,no,no,cellular,21,nov,462,3,-1,0,unknown,unemployed / secondary,no,0
BM27001,39,management,divorced,tertiary,1968,no,no,cellular,21,nov,648,1,-1,0,unknown,management / tertiary,yes,1
BM27002,35,technician,single,secondary,196,yes,no,cellular,21,nov,318,1,-1,0,unknown,technician / secondary,no,0
BM27003,44,unemployed,single,unknown,3938,yes,no,cellular,21,nov,200,1,-1,0,unknown,unemployed / unknown,no,0
BM27004,35,blue-collar,single,primary,2040,no,no,cellular,21,nov,258,1,157,4,failure,blue-collar / primary,no,0
BM27005,41,entrepreneur,divorced,tertiary,285,no,yes,cellular,21,nov,158,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM27006,37,housemaid,divorced,secondary,1040,yes,no,cellular,21,nov,567,1,184,1,other,housemaid / secondary,no,0
BM27007,30,unemployed,divorced,tertiary,1718,yes,no,cellular,21,nov,73,4,126,2,failure,unemployed / tertiary,no,0
BM27008,49,management,married,tertiary,1105,yes,no,cellular,21,nov,13,3,113,2,other,management / tertiary,no,0
BM27009,45,admin.,divorced,secondary,2519,no,no,cellular,21,nov,470,1,-1,0,unknown,admin. / secondary,no,0
BM27010,38,services,married,secondary,1,no,yes,cellular,21,nov,152,2,-1,0,unknown,services / secondary,no,0
BM27011,38,management,single,tertiary,8669,yes,no,telephone,21,nov,228,6,-1,0,unknown,management / tertiary,no,0
BM27012,37,management,divorced,tertiary,26,no,yes,cellular,21,nov,22,1,-1,0,unknown,management / tertiary,no,0
BM27013,58,housemaid,married,tertiary,6316,no,no,cellular,21,nov,91,1,-1,0,unknown,housemaid / tertiary,no,0
BM27014,52,housemaid,married,secondary,1752,no,yes,telephone,21,nov,346,4,123,8,failure,housemaid / secondary,no,0
BM27015,41,admin.,married,unknown,488,no,no,cellular,21,nov,174,1,-1,0,unknown,admin. / unknown,no,0
BM27016,43,management,married,tertiary,0,no,no,cellular,21,nov,107,2,-1,0,unknown,management / tertiary,no,0
BM27017,50,self-employed,divorced,secondary,985,yes,yes,telephone,21,nov,167,1,-1,0,unknown,self-employed / secondary,no,0
BM27018,48,housemaid,married,primary,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,housemaid / primary,yes,1
BM27019,33,management,divorced,tertiary,47,no,no,cellular,21,nov,86,3,-1,0,unknown,management / tertiary,no,0
BM27020,30,management,single,tertiary,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,management / tertiary,yes,1
BM27021,40,entrepreneur,married,tertiary,2644,yes,no,cellular,21,nov,110,2,185,1,failure,entrepreneur / tertiary,no,0
BM27022,50,admin.,married,secondary,4117,no,no,cellular,21,nov,530,1,-1,0,unknown,admin. / secondary,yes,1
BM27023,36,admin.,divorced,tertiary,289,yes,yes,cellular,21,nov,73,4,-1,0,unknown,admin. / tertiary,no,0
BM27024,31,admin.,single,secondary,3950,yes,no,cellular,21,nov,529,1,-1,0,unknown,admin. / secondary,yes,1
BM27025,31,self-employed,married,tertiary,5,yes,yes,cellular,21,nov,635,1,135,2,failure,self-employed / tertiary,yes,1
BM27026,35,self-employed,married,primary,2086,yes,no,cellular,21,nov,254,7,-1,0,unknown,self-employed / primary,no,0
BM27027,35,unemployed,married,secondary,1054,yes,yes,cellular,21,nov,106,1,-1,0,unknown,unemployed / secondary,no,0
BM27028,34,management,married,tertiary,6463,yes,no,cellular,21,nov,40,1,-1,0,unknown,management / tertiary,no,0
BM27029,30,services,single,secondary,495,yes,no,cellular,21,nov,641,1,-1,0,unknown,services / secondary,yes,1
BM27030,32,services,divorced,secondary,5267,yes,no,cellular,21,nov,183,1,168,2,failure,services / secondary,no,0
BM27031,30,technician,married,secondary,239,yes,no,cellular,21,nov,302,2,95,8,failure,technician / secondary,no,0
BM27032,33,blue-collar,married,unknown,2655,yes,no,cellular,21,nov,195,1,-1,0,unknown,blue-collar / unknown,no,0
BM27033,32,admin.,single,secondary,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,admin. / secondary,no,0
BM27034,57,management,single,unknown,5368,yes,no,cellular,21,nov,585,1,-1,0,unknown,management / unknown,no,0
BM27035,47,management,married,unknown,641,no,no,cellular,21,nov,501,3,-1,0,unknown,management / unknown,no,0
BM27036,44,technician,single,secondary,3959,yes,no,cellular,21,nov,187,1,-1,0,unknown,technician / secondary,no,0
BM27037,30,management,married,tertiary,1942,yes,yes,cellular,21,nov,436,2,178,3,other,management / tertiary,yes,1
BM27038,43,management,married,tertiary,78,yes,no,cellular,21,nov,36,1,109,1,other,management / tertiary,no,0
BM27039,59,retired,married,secondary,2011,no,no,cellular,21,nov,222,2,-1,0,unknown,retired / secondary,no,0
BM27040,32,technician,married,secondary,5626,yes,no,cellular,21,nov,131,1,-1,0,unknown,technician / secondary,no,0
BM27041,40,unemployed,married,secondary,1872,no,no,cellular,21,nov,112,1,-1,0,unknown,unemployed / secondary,no,0
BM27042,42,entrepreneur,married,secondary,215,yes,yes,cellular,21,nov,158,1,-1,0,unknown,entrepreneur / secondary,no,0
BM27043,57,management,married,tertiary,0,yes,no,cellular,21,nov,67,1,-1,0,unknown,management / tertiary,no,0
BM27044,50,technician,married,tertiary,267,yes,no,cellular,21,nov,30,1,-1,0,unknown,technician / tertiary,no,0
BM27045,58,blue-collar,married,primary,3108,no,yes,cellular,21,nov,53,1,-1,0,unknown,blue-collar / primary,no,0
BM27046,46,unemployed,divorced,primary,23,no,no,cellular,21,nov,344,1,-1,0,unknown,unemployed / primary,no,0
BM27047,45,blue-collar,married,secondary,243,no,no,cellular,21,nov,46,1,163,1,other,blue-collar / secondary,no,0
BM27048,44,blue-collar,married,secondary,701,no,yes,cellular,21,nov,103,1,141,2,failure,blue-collar / secondary,no,0
BM27049,36,management,single,tertiary,5171,yes,no,cellular,21,nov,174,1,-1,0,unknown,management / tertiary,no,0
BM27050,31,management,single,tertiary,44128,no,no,cellular,21,nov,74,1,-1,0,unknown,management / tertiary,no,0
BM27051,47,unemployed,married,primary,324,no,no,cellular,21,nov,462,2,-1,0,unknown,unemployed / primary,yes,1
BM27052,33,admin.,married,secondary,0,yes,no,cellular,21,nov,57,6,-1,0,unknown,admin. / secondary,no,0
BM27053,49,entrepreneur,married,tertiary,4976,yes,no,cellular,21,nov,105,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM27054,50,self-employed,divorced,tertiary,1390,no,no,cellular,21,nov,55,2,-1,0,unknown,self-employed / tertiary,no,0
BM27055,34,technician,married,secondary,6107,no,no,cellular,21,nov,114,3,-1,0,unknown,technician / secondary,no,0
BM27056,32,student,single,secondary,0,no,no,cellular,21,nov,206,1,-1,0,unknown,student / secondary,no,0
BM27057,47,entrepreneur,married,tertiary,2518,yes,yes,cellular,21,nov,132,1,186,1,other,entrepreneur / tertiary,no,0
BM27058,49,blue-collar,married,primary,512,yes,yes,cellular,21,nov,126,1,-1,0,unknown,blue-collar / primary,no,0
BM27059,35,technician,married,tertiary,202,no,no,cellular,21,nov,175,1,-1,0,unknown,technician / tertiary,no,0
BM27060,49,self-employed,divorced,secondary,6116,yes,no,cellular,21,nov,43,1,-1,0,unknown,self-employed / secondary,no,0
BM27061,42,management,single,tertiary,0,yes,no,cellular,21,nov,824,1,-1,0,unknown,management / tertiary,yes,1
BM27062,30,self-employed,single,tertiary,48,no,no,cellular,21,nov,140,1,-1,0,unknown,self-employed / tertiary,no,0
BM27063,31,entrepreneur,single,secondary,159,yes,no,cellular,21,nov,66,1,182,1,failure,entrepreneur / secondary,no,0
BM27064,33,blue-collar,married,unknown,695,yes,yes,cellular,21,nov,148,1,-1,0,unknown,blue-collar / unknown,no,0
BM27065,43,blue-collar,married,secondary,-128,yes,no,cellular,21,nov,32,1,-1,0,unknown,blue-collar / secondary,no,0
BM27066,34,management,married,tertiary,997,yes,yes,cellular,21,nov,81,1,-1,0,unknown,management / tertiary,no,0
BM27067,32,unemployed,single,primary,0,no,no,cellular,21,nov,149,1,-1,0,unknown,unemployed / primary,no,0
BM27068,51,entrepreneur,married,tertiary,36935,yes,no,cellular,21,nov,41,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM27069,38,blue-collar,divorced,secondary,814,yes,no,cellular,21,nov,1166,1,155,3,other,blue-collar / secondary,no,0
BM27070,36,blue-collar,married,secondary,2452,yes,no,cellular,21,nov,161,1,-1,0,unknown,blue-collar / secondary,no,0
BM27071,34,management,married,tertiary,1483,yes,no,cellular,21,nov,91,1,-1,0,unknown,management / tertiary,no,0
BM27072,47,technician,divorced,secondary,-81,yes,no,cellular,21,nov,262,1,-1,0,unknown,technician / secondary,no,0
BM27073,52,blue-collar,single,primary,1837,yes,no,cellular,21,nov,217,1,-1,0,unknown,blue-collar / primary,no,0
BM27074,31,services,single,secondary,831,yes,no,cellular,21,nov,106,2,-1,0,unknown,services / secondary,no,0
BM27075,36,unemployed,single,primary,1729,no,no,cellular,21,nov,341,1,-1,0,unknown,unemployed / primary,no,0
BM27076,34,management,single,tertiary,966,yes,no,cellular,21,nov,393,1,101,3,failure,management / tertiary,no,0
BM27077,41,technician,married,secondary,636,yes,no,cellular,21,nov,1055,1,177,1,other,technician / secondary,no,0
BM27078,38,technician,divorced,secondary,8,no,no,cellular,21,nov,181,1,-1,0,unknown,technician / secondary,no,0
BM27079,49,technician,married,tertiary,0,yes,no,cellular,21,nov,218,1,-1,0,unknown,technician / tertiary,no,0
BM27080,30,blue-collar,single,primary,395,no,no,cellular,21,nov,429,1,-1,0,unknown,blue-collar / primary,no,0
BM27081,48,technician,married,secondary,4265,yes,no,cellular,21,nov,327,1,192,2,failure,technician / secondary,no,0
BM27082,33,blue-collar,single,secondary,5739,yes,yes,cellular,21,nov,374,1,-1,0,unknown,blue-collar / secondary,no,0
BM27083,32,management,single,tertiary,3050,yes,no,cellular,21,nov,58,1,182,1,failure,management / tertiary,no,0
BM27084,49,unemployed,married,secondary,13818,no,no,cellular,21,nov,201,1,113,2,failure,unemployed / secondary,no,0
BM27085,37,entrepreneur,married,tertiary,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM27086,50,entrepreneur,married,tertiary,2410,no,no,cellular,21,nov,65,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM27087,46,unemployed,single,tertiary,1808,no,no,cellular,21,nov,221,1,-1,0,unknown,unemployed / tertiary,no,0
BM27088,34,management,single,tertiary,3679,yes,no,cellular,21,nov,146,1,101,1,failure,management / tertiary,no,0
BM27089,31,management,married,secondary,8629,yes,no,cellular,21,nov,957,1,184,2,failure,management / secondary,yes,1
BM27090,32,services,married,secondary,8043,yes,no,cellular,21,nov,202,1,-1,0,unknown,services / secondary,no,0
BM27091,59,retired,married,tertiary,41242,no,no,cellular,21,nov,161,1,-1,0,unknown,retired / tertiary,no,0
BM27092,30,technician,married,secondary,455,yes,no,cellular,21,nov,758,1,-1,0,unknown,technician / secondary,yes,1
BM27093,58,unemployed,married,tertiary,183,no,no,cellular,21,nov,167,5,-1,0,unknown,unemployed / tertiary,no,0
BM27094,31,unemployed,single,tertiary,3252,no,no,cellular,21,nov,145,2,-1,0,unknown,unemployed / tertiary,no,0
BM27095,34,management,divorced,secondary,124,yes,no,cellular,21,nov,56,1,163,4,other,management / secondary,no,0
BM27096,52,technician,married,secondary,230,yes,yes,cellular,21,nov,89,4,-1,0,unknown,technician / secondary,no,0
BM27097,34,blue-collar,single,secondary,4536,yes,no,cellular,21,nov,963,1,-1,0,unknown,blue-collar / secondary,yes,1
BM27098,34,technician,single,secondary,27446,yes,no,cellular,21,nov,203,2,-1,0,unknown,technician / secondary,no,0
BM27099,53,blue-collar,married,secondary,1777,yes,no,cellular,21,nov,796,5,154,1,failure,blue-collar / secondary,yes,1
BM27100,56,services,married,secondary,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown,services / secondary,no,0
BM27101,31,technician,married,tertiary,5119,no,no,cellular,21,nov,74,1,-1,0,unknown,technician / tertiary,no,0
